artist_name,song_title,spotify_id,spotify_song,spotify_artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Dierks Bentley,Home,6q5nAr2JniAHj1gKheejE0,Home,Dierks Bentley,0.463,0.61,238413.0,0.69,0.0409,11.0,0.0842,-7.157,1.0,0.0378,118.038,4.0,0.462
Dierks Bentley,5-1-5-0,2WKCH4ISejDV9ad7iPp5XU,5-1-5-0,Dierks Bentley,0.0246,0.554,182893.0,0.849,0.000233,1.0,0.31,-5.181,0.0,0.0357,116.992,4.0,0.683
Wings,London Town,5l7Vs5fhXUalqhhHTXYmoO,London Town - Remastered 1993,Wings,0.431,0.466,249493.0,0.268,7.73e-05,9.0,0.0943,-15.058,1.0,0.0326,83.762,4.0,0.189
Wings,I've Had Enough,01JTNZGPo8RYD8nZA567qV,I've Had Enough - Remastered 1993,Wings,0.0141,0.622,182027.0,0.584,0.0639,2.0,0.272,-11.737,1.0,0.0363,127.222,4.0,0.672
Wings,With A Little Luck,73JqQIGZUZxCVfY54RSpCH,With A Little Luck - Remastered 1993,Wings,0.069,0.652,344773.0,0.372,0.000197,6.0,0.0923,-15.445,0.0,0.0321,111.984,4.0,0.283
Wings,Maybe I'm Amazed,3rsU41myYJwlHNASyuP5es,Maybe I'm Amazed - Live / Remastered,Wings,0.677,0.392,320613.0,0.64,0.185,7.0,0.7,-9.748,1.0,0.0547,132.706,4.0,0.28
Paul McCartney And Wings,My Love,7nIFFLL26grd82iJw37D9V,My Love,Twinkle Twinkle Little Rock Star,0.887,0.71,237480.0,0.0512,0.809,5.0,0.0709,-20.666,1.0,0.0636,107.984,4.0,0.323
Supertramp,Dreamer,5z4ljpMLi1LTF8UG9P53fH,Dreamer,Supertramp,0.864,0.664,213236.0,0.414,0.0367,5.0,0.0813,-14.113,1.0,0.0675,147.883,4.0,0.831
Glee Cast,Stereo Hearts,3w0kbTGhBX8cvlQ7y8nPFb,Stereo Hearts (Glee Cast Version),Glee Cast,0.0168,0.62,211800.0,0.698,0.0,6.0,0.153,-4.38,1.0,0.0449,90.059,4.0,0.617
Glee Cast,I Will Always Love You,0bL8hWpF9KH2QlvLgDJtYM,I Will Always Love You (Glee Cast Version),Glee Cast,0.687,0.302,268000.0,0.441,6.25e-06,4.0,0.24,-5.873,1.0,0.0312,136.631,4.0,0.16
Thomas Rhett,Something To Do With My Hands,6iWg88k0UH7BjBP2yWXM0i,Something To Do With My Hands,Thomas Rhett,0.00841,0.561,199347.0,0.932,4.97e-05,1.0,0.0992,-4.443,1.0,0.0433,126.116,4.0,0.495
Tyga Featuring Chris Richardson,Far Away,6Kbu55LHFZHjF2nRXVWOrd,Far Away,Tyga,0.311,0.643,206520.0,0.712,0.0,3.0,0.151,-6.244,1.0,0.0476,92.037,4.0,0.534
The Ad Libs,The Boy From New York City,6HXiCCertmHIfuVHDdZ8QG,The Boy from New York City,The Ad Libs,0.752,0.484,185000.0,0.789,0.0,11.0,0.118,-5.942,1.0,0.0731,148.649,4.0,0.778
The Jelly Beans,I Wanna Love Him So Bad,4lvd9RUYyT5BGG1URmeUJz,I Wanna Love Him So Bad,The Jelly Beans,0.433,0.512,167573.0,0.604,1.86e-06,1.0,0.0757,-6.008,1.0,0.113,121.899,4.0,0.564
Gypsy,Gypsy Queen - Part 1,7cDxjUnMitNKQC5c8RQUko,Black Magic Woman / Gypsy Queen,Santana,0.657,0.464,319773.0,0.462,0.527,2.0,0.124,-14.093,0.0,0.0406,124.033,4.0,0.557
Keith Urban,For You,64bWFjtzBRVSllQz9H2RAY,For You,Keith Urban,0.0116,0.416,289560.0,0.747,0.000124,11.0,0.0625,-7.753,0.0,0.0519,170.107,4.0,0.304
Glee Cast,Here's To Us,2L4ppJgbf6JxcRV1lUkaAg,Here's To Us (Glee Cast Version),Glee Cast,0.00176,0.418,180880.0,0.867,0.0,11.0,0.238,-3.844,1.0,0.0393,80.123,4.0,0.433
Glee Cast,What Doesn't Kill You (Stronger),7iMyX6FTRrY4fO8dHQhAUs,What Doesn't Kill You (Stronger) (Glee Cast Version),Glee Cast,0.00863,0.618,221027.0,0.752,0.000175,0.0,0.127,-4.828,1.0,0.0302,115.957,4.0,0.679
Glee Cast,Cough Syrup,7LqfLfRDpJQkr5LHtPMLql,Cough Syrup (Glee Cast Version),Glee Cast,0.0103,0.579,251280.0,0.833,2.24e-05,2.0,0.105,-5.371,1.0,0.0276,129.009,4.0,0.343
Glee Cast,Fly / I Believe I Can Fly,0Hnps77fiSCKT2Pr4DWOZ5,Fly / I Believe I Can Fly (Glee Cast Version),Glee Cast,0.023,0.526,213027.0,0.849,0.0,10.0,0.186,-4.785,1.0,0.0394,121.993,4.0,0.232
Glee Cast,Glad You Came,40xf41xM6NvGX0BUzpjYOQ,Glad You Came (Glee Cast Version),Glee Cast,0.425,0.597,194667.0,0.765,0.0,7.0,0.111,-5.831,0.0,0.223,126.857,4.0,0.391
Mark Lindsay,First Hymn From Grand Terrace,6WdRtYX5QMaP503hgnFUEN,First Hymn from Grand Terrace,Mark Lindsay,0.336,0.236,151000.0,0.304,0.00142,2.0,0.105,-17.435,1.0,0.0349,85.646,4.0,0.618
Mark Lindsay,Arizona,2RtmMC4btQbvQ9w5KxPZpy,Arizona,Mark Lindsay,0.225,0.479,188133.0,0.453,0.00038,3.0,0.143,-12.806,1.0,0.0472,81.18,4.0,0.756
Mark Lindsay,Miss America,5HYrPsCxp8DOxeCMobRRkK,Miss America,Mark Lindsay,0.695,0.238,212573.0,0.384,0.0,8.0,0.327,-13.17,0.0,0.0366,176.981,4.0,0.333
Mark Lindsay,And The Grass Won't Pay No Mind,3iigco3j8EYAdS8bUv0hyK,And the Grass Won't Pay No Mind,Mark Lindsay,0.231,0.478,204867.0,0.386,6.59e-05,1.0,0.192,-12.634,1.0,0.031,121.105,4.0,0.541
Mark Lindsay,Problem Child,5o9bBZNABkVHFUu9xDIDJm,Problem Child - Stereo Single Version,Mark Lindsay,0.47,0.31,155227.0,0.558,0.00182,5.0,0.208,-9.366,1.0,0.0472,174.195,4.0,0.474
Mark Lindsay,Been Too Long On The Road,55QlPUPibKkBxpCZAom7PU,Been Too Long on the Road,Mark Lindsay,0.313,0.363,244187.0,0.637,0.000156,1.0,0.105,-9.45,1.0,0.0461,140.758,4.0,0.4
Mark Lindsay,Are You Old Enough,3EpSjjXvJ4hmSgcyIN2QRs,Are You Old Enough,Mark Lindsay,0.288,0.798,124360.0,0.527,1.5e-05,10.0,0.0666,-8.214,0.0,0.0431,109.153,4.0,0.89
Bella Thorne,TTYLXOX,1nIDYHvLaZnD5lEf66SH80,TTYLXOX,Bella Thorne,0.00291,0.819,154773.0,0.683,0.122,7.0,0.254,-6.144,1.0,0.156,112.007,4.0,0.671
Donovan,Riki Tiki Tavi,1dJO1XcaKJ2qrZEsoQT3q5,Riki Tiki Tavi,Donovan,0.268,0.858,175320.0,0.666,1.99e-05,0.0,0.111,-9.312,1.0,0.107,96.605,4.0,0.85
Calloway,I Wanna Be Rich,5bqNu0YfNOZpgl34bcJiFQ,I Wanna Be Rich,Calloway,0.0352,0.733,304200.0,0.781,0.00793,0.0,0.147,-10.265,1.0,0.0857,114.181,4.0,0.869
Glenn Medeiros Featuring Bobby Brown,She Ain't Worth It,1esdA1BlJS31LTE7VCN9IL,She Ain't Worth It,Glenn Medeiros,0.0418,0.782,218840.0,0.881,0.0,1.0,0.125,-7.763,1.0,0.064,102.491,4.0,0.909
Glenn Medeiros (Featuring The Stylistics),Me-U=Blue,5wh1BGDJXSk0vY1hmwSND4,Me - You = Blue,Glenn Medeiros,0.22,0.552,268667.0,0.499,0.0,10.0,0.333,-10.755,1.0,0.028,74.995,4.0,0.427
Captain Hollywood Project,More And More,0JXXm3RqxU8EKzX4P8M0n3,More And More - Single Version,Captain Hollywood Project,0.225,0.661,253573.0,0.847,0.835,7.0,0.0863,-11.855,1.0,0.0349,125.862,4.0,0.71
Jeremy Jordan,Wannagirl,0vXl7B56G2vyHt1VGL4lcc,Wanna Girl,Jeremy Jordan,0.0498,0.68,269707.0,0.928,0.0,7.0,0.32,-7.973,1.0,0.035,111.985,4.0,0.889
Jeremy Jordan,"The Right Kind Of Love (From ""Beverly Hills, 90210"")",2wZoBFqwT0Tpm9XW0oiRMZ,The Right Kind of Love,Jeremy Jordan,0.115,0.717,273933.0,0.634,0.0,5.0,0.0782,-7.736,0.0,0.036,178.064,4.0,0.896
Vanessa Williams/Brian McKnight,"Love Is (From ""Beverly Hills, 90210"")",7z8NZEvwZU6PzYAzkw3DWE,Love Is,Vanessa Williams And Brian McKnight,0.379,0.487,284960.0,0.361,2.88e-05,1.0,0.12,-9.97,1.0,0.0236,79.857,4.0,0.177
Shanice,"Saving Forever For You (From ""Beverly Hills, 90210"")",6pVU9bk1Tvbqlq719vJooz,Saving Forever for You,Shanice,0.494,0.655,268733.0,0.545,0.0,9.0,0.0417,-8.163,1.0,0.0342,133.358,4.0,0.463
Babyface,And Our Feelings,27sYHmgfRvHFyQ5vrm5nQp,And Our Feelings,Babyface,0.138,0.741,342360.0,0.592,0.0,4.0,0.224,-7.819,1.0,0.0298,128.137,4.0,0.27
Jamie Walters,Hold On,2kQLJexCx8wPTAqK0x0ijO,Hold On,Jamie Walters,0.0319,0.571,264560.0,0.553,0.0,0.0,0.109,-8.584,1.0,0.0279,126.215,4.0,0.209
Raphael Saadiq,"Ask Of You (From ""Higher Learning"")",3s2hOHsOLl5DrocMxSrHJD,Ask of You (In the Style of Raphael Saadiq) [Performance Track with Demonstration Vocals],Done Again,0.42,0.589,268176.0,0.611,0.0,6.0,0.12,-9.959,1.0,0.0483,86.011,4.0,0.819
The Chimes,Once In Awhile,5IXUoTQvppNRUzr9uEmXJb,Once in a While,The Chimes,0.458,0.316,146367.0,0.477,0.0,3.0,0.284,-6.404,1.0,0.03,105.888,3.0,0.359
Subway,Fire,0OpvcOprsarOdtJPQeiJPu,42nd Street,Subwayghost,0.00281,0.757,300209.0,0.299,0.885,4.0,0.17,-16.993,1.0,0.0567,111.993,4.0,0.296
Subway (Featuring 702),This Lil' Game We Play,6gp5reJaprmqjZnRFbpqK2,This Lil' Game We Play,Subway,0.142,0.753,295573.0,0.443,0.0,10.0,0.0898,-10.503,0.0,0.0696,121.549,4.0,0.586
Patti LaBelle And The Blue Belles,Down The Aisle (Wedding Song),10IS7Q6VOgiq3Jf4YyLhyF,Down The Aisle,Pattie Labelle And The Bluebells,0.953,0.339,216451.0,0.276,0.00021,3.0,0.717,-13.549,1.0,0.031,72.898,3.0,0.268
Color Me Badd,"The Earth, The Sun, The Rain",20lzW8sXHa20GVDyIwJihy,"The Earth, the Sun, the Rain",Color Me Badd,0.63,0.29,256933.0,0.515,0.0,9.0,0.084,-9.42,1.0,0.0865,77.213,4.0,0.28
One Direction,What Makes You Beautiful,4cluDES4hQEUhmXj6TXkSo,What Makes You Beautiful,One Direction,0.009,0.726,199987.0,0.787,0.0,4.0,0.0596,-2.494,1.0,0.0737,124.99,4.0,0.888
One Direction,One Thing,5G2c6FsfTzgYUzageCmfXY,One Thing,One Direction,0.00233,0.713,197600.0,0.718,0.0,2.0,0.0838,-3.806,1.0,0.0278,126.999,4.0,0.656
Dion & The Belmonts,Every Little Thing I Do,36cRY6DSxk16JMSYWe9d3n,Every Little Thing I Do,Dion & The Belmonts,0.903,0.357,121840.0,0.462,0.000118,7.0,0.247,-10.66,0.0,0.032,132.866,4.0,0.658
LaVern Baker,Saved,091baWWCDEowJprUts9La0,Saved,LaVern Baker,0.575,0.608,174733.0,0.6,0.0,10.0,0.437,-12.372,1.0,0.0527,145.735,4.0,0.932
LaVern Baker,Shadows Of Love,6HdQf3qpj3Gh1ZVZB8FnCc,Shadows of Love,LaVern Baker with Richard Wess' Orchestra,0.903,0.698,148147.0,0.372,0.0,0.0,0.295,-11.599,1.0,0.0465,115.635,4.0,0.909
LaVern Baker,Bumble Bee,5LjT116RLtjeZWoBfETKnC,Bumble Bee,LaVern Baker,0.702,0.632,147373.0,0.465,1.1e-06,5.0,0.11,-10.817,0.0,0.0366,119.097,4.0,0.904
LaVern Baker,Wheel Of Fortune,7C8DO2GNmZ8sT03iQKOBvx,Wheel of Fortune,LaVern Baker,0.823,0.548,119640.0,0.25,1.36e-06,7.0,0.717,-11.827,1.0,0.0309,108.268,3.0,0.591
Montell Jordan,What's On Tonight,1q3C05jegoKRuU1biZtVxv,What's On Tonight,Montell Jordan,0.33,0.826,276653.0,0.447,3.2e-06,5.0,0.126,-11.535,1.0,0.0442,111.806,4.0,0.434
Voices Of Theory,Say It,5919i3Sp9U2IE5m7hhlgSw,Say It,Voices of Theory,0.675,0.381,269467.0,0.415,0.0,0.0,0.0795,-10.298,1.0,0.0691,61.908,3.0,0.257
Mase Featuring Puff Daddy,Lookin' At Me,2dieHErJLwG7fOzD8WAtFO,Lookin' at Me (feat. Puff Daddy),Mase,0.028,0.743,255160.0,0.516,1.89e-05,11.0,0.273,-8.27,0.0,0.397,188.247,4.0,0.614
Mase,Feel So Good,7hfRrdFJgFKK3cJ4rmkecE,Feel so Good,Mase,0.192,0.821,203627.0,0.703,0.0,11.0,0.0816,-8.464,0.0,0.24,105.154,4.0,0.536
Mase Featuring Total,What You Want,6hxn98poTu1O4YZfafvC18,What You Want (feat. Total),Mase,0.0312,0.838,242947.0,0.72,1.11e-05,10.0,0.422,-6.593,0.0,0.384,93.76,4.0,0.845
INOJ/LATHUN,Love You Down,4bDXOwif9Io5Ai62Pokzg7,Love You Down,INOJ,0.0341,0.736,257667.0,0.479,0.0289,8.0,0.0576,-8.672,1.0,0.0403,134.15,4.0,0.661
Inoj,Time After Time,2N5CvukjQqiWxjzZLMqqBN,Time After Time,INOJ,0.223,0.776,255673.0,0.563,0.00611,0.0,0.0681,-8.84,1.0,0.0324,131.728,4.0,0.395
Sammie,I Like It,0IvTGWbNnCiUi9IOF7ye3F,I Like It,Sammie,0.0101,0.826,251040.0,0.656,0.000113,9.0,0.0272,-8.529,1.0,0.0617,129.963,4.0,0.852
2Pac Featuring Eric Williams,Do For Love,4AE7Lj39VnSZNOmGH2iZaq,Do For Love,2Pac,0.0578,0.874,281600.0,0.63,0.00479,1.0,0.0582,-3.585,1.0,0.298,95.0,4.0,0.717
Joey Dee & the Starliters,Hot Pastrami With Mashed Potatoes - Part I,3HdmUS3EcwJkEO4JJD7tvO,"Hot Pastrami with Mashed Potatoes, Pt. 2",Joey Dee & The Starliters,0.583,0.413,107893.0,0.926,0.385,0.0,0.912,-8.138,1.0,0.0556,92.989,4.0,0.853
Corina,Temptation,6WCJyL4KetAqEZYhRq5S3f,Temptation,Corina,0.000274,0.609,241533.0,0.771,0.05,7.0,0.038,-10.663,1.0,0.0428,118.352,4.0,0.565
Lou Christie,Two Faces Have I,1cpguRdD11njLNH2ZeWygE,Two Faces Have I,Lou Christie,0.72,0.649,165067.0,0.584,9.42e-06,5.0,0.0996,-8.086,1.0,0.0349,139.266,4.0,0.963
Lou Christie,How Many Teardrops,3wVLgOY97gLsEGJzn0Uyxs,How Many Teardrops,Lou Christie,0.586,0.562,125893.0,0.697,0.0,7.0,0.0822,-8.859,1.0,0.0903,149.215,4.0,0.808
Lou Christie,I'm Gonna Make You Mine,4CjLp84JmIqzInzYxYZoAS,I'm Gonna Make You Mine,Lou Christie,0.565,0.703,162320.0,0.722,1.94e-05,4.0,0.28,-6.475,1.0,0.035,125.396,4.0,0.973
Luther Ingram,(If Loving You Is Wrong) I Don't Want To Be Right,54K7o2yNOMZYCtEDnfD6wI,(If Loving You Is Wrong) I Don't Want to Be Right,Luther Ingram,0.283,0.502,216800.0,0.451,0.0,4.0,0.154,-7.423,0.0,0.0438,140.474,4.0,0.531
Luther Ingram,I'll Be Your Shelter (In Time Of Storm),4CAey4iFN0nyncxkUwcdbl,I'll Be Your Shelter (In Time of Storm),Luther Ingram,0.0773,0.726,201333.0,0.625,0.000143,2.0,0.111,-9.346,1.0,0.0618,96.982,4.0,0.754
Luther Ingram,Always,3JMs4Z63YNSK5RnHUhpeOe,Always,Luther Ingram,0.105,0.619,269427.0,0.614,0.0,8.0,0.194,-8.795,1.0,0.0257,106.617,3.0,0.703
James Brown And The Famous Flames,Mashed Potatoes U.S.A.,0HETk32VsqmUw3qQcTjFdx,Mashed Potatoes U.S.A.,James Brown & The Famous Flames,0.0352,0.6,171667.0,0.751,2.09e-05,0.0,0.0618,-3.263,1.0,0.0606,110.838,4.0,0.641
The Lemon Pipers,Green Tambourine,240FNg8tSGXr9OGswVMuO6,Green Tambourine,The Lemon Pipers,0.321,0.509,146427.0,0.627,0.00254,7.0,0.24,-7.392,1.0,0.0284,111.006,4.0,0.423
Taylor Swift Featuring The Civil Wars,Safe & Sound,0z9UVN8VBHJ9HdfYsOuuNf,Safe & Sound - from The Hunger Games Soundtrack,Taylor Swift,0.883,0.471,240067.0,0.3,1.05e-05,7.0,0.0698,-10.807,1.0,0.028,144.319,4.0,0.289
Maroon 5 Featuring Rozzi Crane,Come Away To The Water,7A4KjSFDx0BL75up2eK0OF,Come Away To The Water,Maroon 5,0.477,0.402,313307.0,0.493,0.0218,11.0,0.139,-14.332,0.0,0.0372,84.893,4.0,0.289
Taylor Swift,Eyes Open,7wjbSn8QHsxqKXU5M0jXGM,Eyes Open,Taylor Swift,0.00678,0.598,244587.0,0.724,0.00182,7.0,0.0839,-7.225,1.0,0.0345,137.115,4.0,0.297
Diggy Featuring Jeremih,Do It Like You,3hTfNt05rYtyMamwkxyHaZ,Do It Like You (feat. Jeremih),Diggy,0.00404,0.447,233493.0,0.811,0.0,11.0,0.229,-5.382,0.0,0.135,150.399,4.0,0.65
Melanie Fiona,4 AM,3vMIAawCfJdR6A86JGqLc5,4AM,Melanie Fiona,0.628,0.467,290027.0,0.445,0.0,0.0,0.0798,-7.155,0.0,0.0448,128.399,4.0,0.344
O-Town,Liquid Dreams,2Pxzfzd1jaZT2F2uqLkZUr,Liquid Dreams,O-Town,0.0264,0.823,210400.0,0.7,0.0,0.0,0.0531,-5.042,0.0,0.035,108.019,4.0,0.75
Frankie J,More Than Words,4RQFyVdJpn87nbz4pUGCRX,More Than Words,Frankie J,0.291,0.733,240884.0,0.405,0.0,7.0,0.365,-8.74,1.0,0.0278,100.02,4.0,0.467
Casey James,Crying On A Suitcase,020b0QxseQbcMTPKV49qRm,Crying on a Suitcase,Casey James,0.147,0.402,221387.0,0.7,0.0,4.0,0.0992,-4.613,1.0,0.0348,198.972,4.0,0.496
Paul McCartney And Wings,Coming Up (Live At Glasgow),0Ix1999mTT1A3TF6Bywgv5,Coming Up - Live At Glasgow / 1979 / Remastered 2011,Paul McCartney,0.147,0.578,248933.0,0.751,0.000499,9.0,0.627,-7.803,1.0,0.0366,137.023,4.0,0.684
Wings,Live And Let Die,0VV8wkOM4w78A2OHZOTzNP,Live And Let Die - 2018 Remaster,Wings,0.0797,0.391,192773.0,0.375,0.013,7.0,0.143,-12.573,1.0,0.046,153.802,4.0,0.116
Paul McCartney And Wings,Junior's Farm/Sally G,5ylJLJYfP3NKWNAAprAAb8,Sally G - Remastered 2014,Wings,0.0733,0.498,220840.0,0.523,0.0,7.0,0.132,-10.929,1.0,0.0283,83.688,4.0,0.732
Wings,"Hi, Hi, Hi",4Vqv5vr4G4OEWINosjwX2t,"Hi, Hi, Hi - 2018 Remaster",Wings,0.0213,0.545,188893.0,0.534,4.89e-06,1.0,0.236,-11.706,0.0,0.0534,131.952,4.0,0.73
Raydio,Jack And Jill,5KDT5BDSmomPMe2AXuGInR,Jack and Jill,Raydio,0.395,0.693,275667.0,0.659,0.00485,4.0,0.133,-4.722,1.0,0.0299,106.247,4.0,0.541
The Monkees,Tear Drop City,1wj9ltraaBrktwngkQKfwK,Tear Drop City,The Monkees,0.353,0.282,121667.0,0.818,1.12e-06,8.0,0.761,-7.029,1.0,0.0504,187.907,4.0,0.892
The Monkees,Someday Man,5JDbqSNMXTRQgf2oCyPHWJ,Someday Man,The Monkees,0.686,0.605,159907.0,0.507,2.31e-06,4.0,0.0879,-10.376,1.0,0.0302,118.296,4.0,0.797
Bobby Lewis,Tossin' And Turnin',79s3pSe1u6ggQBEwVPm58Z,Tossin' And Turnin',Bobby Lewis,0.225,0.569,159640.0,0.722,0.0,0.0,0.108,-8.914,1.0,0.0393,142.736,4.0,0.965
Bobby Lewis,One Track Mind,6VFtCu4u6NeANjWZO131Sl,One Track Mind,Bobby Lewis,0.589,0.606,125022.0,0.564,0.0,10.0,0.27,-7.237,1.0,0.0303,145.083,3.0,0.971
Bobby Freeman,Do You Want To Dance,4Ooa3XHB45iIgpwCeKCTNL,Do You Want To Dance,Bobby Freeman,0.519,0.625,165693.0,0.438,3.7e-05,0.0,0.155,-12.003,1.0,0.0501,155.537,4.0,0.957
Bobby Freeman,Betty Lou Got A New Pair Of Shoes,7h7U3OYppI7HpgFqCc2VZ3,Betty Lou Got A New Pair Of Shoes,Bobby Freeman,0.217,0.427,149200.0,0.617,0.0,2.0,0.151,-13.57,1.0,0.0475,165.836,4.0,0.926
Bobby Freeman,The Mess Around,3QAkevtri76hEcI6bi1iQj,The Mess Around,Bobby Freeman,0.798,0.593,150200.0,0.733,0.0,2.0,0.47,-12.244,1.0,0.0413,146.989,4.0,0.966
Bobby Freeman,Mary Ann Thomas,5CgRZxuJhkGzwG5kId0eZu,Mary Ann Thomas,Bobby Freeman,0.734,0.508,114773.0,0.458,0.0,0.0,0.0914,-12.295,1.0,0.0464,84.035,4.0,0.933
Bobby Freeman,Need Your Love,4kJ78p6WhR9hBHB9V0ZAmm,Need Your Love,Bobby Freeman,0.75,0.57,161867.0,0.172,0.000151,0.0,0.0708,-18.823,1.0,0.0274,99.837,1.0,0.489
Bobby Freeman,Ebb Tide,1WY7BXIynpGEchR5SD0zsQ,Ebb Tide,Bobby Freeman,0.942,0.354,151360.0,0.111,1.27e-05,3.0,0.247,-17.613,1.0,0.0316,107.111,3.0,0.133
Barbara George,I Know (You Don't Love Me No More),4IZBzpxPNFmKP7I6D3qVH6,I know (You Don't Love Me No More),Barbara George,0.259,0.848,144933.0,0.409,0.0115,5.0,0.0665,-10.757,1.0,0.0512,123.772,4.0,0.826
Joey Dee & the Starliters,Roly Poly,7H1Eqhac5EvsokLoSMRogq,Roly Poly,Joey Dee & The Starliters,0.676,0.589,127707.0,0.603,0.0,8.0,0.34,-8.752,1.0,0.088,110.449,4.0,0.912
Joey Dee,I Lost My Baby,3YBL9QNBb5GzePwPf3DZFw,I Lost My Baby,Joey Dee & The Starliters,0.743,0.577,147707.0,0.263,0.0,7.0,0.113,-13.45,1.0,0.0385,114.21,4.0,0.889
Joey Dee,"Baby, You're Driving Me Crazy",28P8VVw26hS0H9AN4iPntx,"Baby, You're Driving Me Crazy",Joey Dee & The Starliters,0.629,0.637,142640.0,0.594,0.0,2.0,0.295,-11.179,0.0,0.0687,133.326,4.0,0.965
Shirley Ellis,The Name Game,1wQjtqCtUqvaV6CjPKIGdc,The Name Game,Shirley Ellis,0.229,0.753,164867.0,0.822,5.26e-06,5.0,0.165,-7.441,0.0,0.0805,81.551,4.0,0.939
Eddie Rabbitt,Step By Step,49HfSdzgsXmzbZPMZ560Xn,Step By Step,Eddie Rabbitt,0.174,0.63,220707.0,0.691,3.1e-06,7.0,0.0498,-7.563,1.0,0.0295,76.945,4.0,0.655
Buckner & Garcia,Pac-Man Fever,1jinux2Q5Afix30KCtZiuz,Pac-Man Fever,Buckner & Garcia,0.485,0.802,229042.0,0.831,0.000121,10.0,0.302,-6.743,1.0,0.0627,141.553,4.0,0.888
Pablo Cruise,Cool Love,4f3J8zrr85LAVUhzZ3llYP,Cool Love,Pablo Cruise,0.237,0.63,233360.0,0.401,0.000193,6.0,0.142,-15.436,1.0,0.028,107.082,3.0,0.377
Pablo Cruise,Slip Away,5C0c6WahQfmHjfD8UaIjHT,Slip Away,Pablo Cruise,0.0724,0.715,227933.0,0.406,0.0,9.0,0.0521,-13.315,1.0,0.0845,96.155,4.0,0.692
Cliff Richard,Carrie,7kKCTWwhb5GnQbjQyyAaCN,Carrie - 1987 Remaster,Cliff Richard,0.0651,0.888,207627.0,0.355,0.000978,7.0,0.0881,-14.03,0.0,0.0793,114.186,4.0,0.605
Cliff Richard,We Don't Talk Anymore,3Ug96zKa29P3vICEEcYajZ,We Don't Talk Anymore - 2001 Remaster,Cliff Richard,0.0014,0.746,257160.0,0.703,0.00414,0.0,0.066,-7.853,1.0,0.0291,111.569,4.0,0.733
Neil Diamond,September Morn',2CXkN6UAb3jAFwz4VbsDq0,September Morn,Neil Diamond,0.628,0.419,232000.0,0.23,5.85e-06,10.0,0.222,-17.102,1.0,0.0359,128.892,4.0,0.199
Neil Diamond,The Good Lord Loves You,2PF58xsYmVCYgREg4CUXbg,The Good Lord Loves You,Neil Diamond,0.207,0.323,282600.0,0.326,0.0,4.0,0.0788,-14.609,1.0,0.0312,176.378,4.0,0.175
Carole King,One Fine Day,0yFNDhDfpUudsjtpwokyx0,One Fine Day,Carole King,0.0133,0.397,150200.0,0.809,0.00176,5.0,0.277,-6.557,1.0,0.0348,180.804,4.0,0.735
The Dirt Band,An American Dream,6bPELB2u0bEx6LFpJPhnx8,An American Dream - Remastered 2001,Nitty Gritty Dirt Band,0.33,0.737,211733.0,0.559,0.0,2.0,0.0772,-9.384,1.0,0.0288,111.012,4.0,0.709
Doris Troy,Just One Look,154uJXAUVoqvV5on0w03a0,Just One Look,Doris Troy,0.735,0.856,151907.0,0.436,0.00193,5.0,0.125,-15.419,1.0,0.0419,107.967,4.0,0.944
Brenda Lee,Everybody Loves Me But You,33aC0VE93PEf6dAqYOobRN,Everybody Loves Me But You,Brenda Lee,0.873,0.659,150360.0,0.0957,9.08e-06,7.0,0.405,-15.826,1.0,0.0384,107.004,3.0,0.491
Brenda Lee,Heart In Hand,6wI57Jgz7qLaCr8PDG80Gv,Heart In Hand,Brenda Lee,0.841,0.651,147640.0,0.172,0.000126,0.0,0.155,-14.556,1.0,0.038,107.891,3.0,0.445
Brenda Lee,I Wonder,1qxSpM8ExFGmQkkbrqwYA4,I Wonder,Brenda Lee,0.815,0.529,180053.0,0.168,0.00031,10.0,0.0827,-11.32,1.0,0.0394,101.227,3.0,0.46
Brenda Lee,The Grass Is Greener,0Hak8JUqy0aqo2HQgTOR6v,The Grass Is Greener,Brenda Lee,0.874,0.485,161187.0,0.139,0.000159,8.0,0.0727,-10.913,1.0,0.0331,101.715,3.0,0.384
Brenda Lee,My Whole World Is Falling Down,5TwBbUyRLMiat8RUkcd6D0,My Whole World Is Falling Down,Brenda Lee,0.39,0.762,114107.0,0.45,0.0,10.0,0.223,-9.871,1.0,0.0369,128.627,4.0,0.848
Brenda Lee,Is It True,4j8DrdCiiVRWw1iRfOZcQj,Is It True,Brenda Lee,0.411,0.721,149427.0,0.782,9.36e-06,9.0,0.265,-10.37,1.0,0.0358,125.401,4.0,0.81
Brenda Lee,Johnny One Time,3aAW6olIlXjRphwWhwY3s1,Johnny One Time - Re-Recorded In Stereo,Brenda Lee,0.129,0.589,222947.0,0.48,0.0,7.0,0.104,-10.205,1.0,0.0289,99.136,4.0,0.458
Survivor,Is This Love,6rt4FH5qFgXGmyhgKmlJcL,Is This Love,Survivor,0.557,0.679,222560.0,0.772,0.0,3.0,0.0338,-8.946,1.0,0.0328,118.129,4.0,0.749
Madonna Featuring Nicki Minaj & M.I.A.,Give Me All Your Luvin',2woCC5hiuPTDAonxhEojP0,Give Me All Your Luvin',Madonna,0.00557,0.68,202760.0,0.885,0.000704,11.0,0.377,-4.36,1.0,0.0382,144.998,4.0,0.879
