artist_name,song_title,spotify_id,spotify_song,spotify_artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Donna Summer With Brooklyn Dreams,Heaven Knows,5ojGksr6gfRcKiCP9kRKck,Heaven Knows,Donna Summer,0.0739,0.702,210977.0,0.733,1.77e-05,8.0,0.672,-12.394,1.0,0.0529,131.732,4.0,0.866
Donna Summer,Could It Be Magic,2MdGWAiYLmGbetrSBANcoD,Could It Be Magic,Donna Summer,0.0845,0.611,315493.0,0.5,0.00259,5.0,0.0956,-12.312,0.0,0.0278,126.308,4.0,0.512
Donna Summer,"Try Me, I Know We Can Make It",75y3G2V8wSpm89einsZ4d5,"Try Me, I Know We Can Make It - Edit",Donna Summer,0.00426,0.81,198093.0,0.602,0.327,0.0,0.092,-15.674,0.0,0.0363,122.952,4.0,0.964
Supertramp,Take The Long Way Home,0v0XYK0pLgsPiq5u4FKHaw,Take The Long Way Home - 2010 Remastered,Supertramp,0.22,0.414,308853.0,0.7,0.000721,5.0,0.114,-8.838,1.0,0.0301,76.79,4.0,0.37
Supertramp,Breakfast In America,4a5pNRjwmzYQuEY1E7O6pj,Breakfast In America - Remastered,Supertramp,0.425,0.532,159347.0,0.663,1.07e-06,0.0,0.0734,-5.886,0.0,0.0292,75.14,4.0,0.756
Supertramp,Goodbye Stranger,67oyFnjJnn78fZP9KjeZx0,Goodbye Stranger - 2010 Remastered,Supertramp,0.607,0.42,350573.0,0.668,0.016,1.0,0.0585,-7.35,1.0,0.0517,125.391,4.0,0.338
Supertramp,The Logical Song,6mHOcVtsHLMuesJkswc0GZ,The Logical Song - Remastered 2010,Supertramp,0.512,0.625,251253.0,0.758,0.00022,5.0,0.153,-6.213,0.0,0.0463,119.719,4.0,0.695
Surface,Never Gonna Let You Down,4V0s4tCAluvZWPEAIodihi,Never Gonna Let You Down,Surface,0.55,0.56,227227.0,0.363,0.0,3.0,0.205,-11.9,1.0,0.0307,124.45,4.0,0.186
Surface,The First Time,0NFMOIvms3oKXx7s1XM583,The First Time,Surface,0.264,0.639,255427.0,0.375,0.000546,10.0,0.0872,-11.148,1.0,0.0277,126.421,4.0,0.116
Surface,Shower Me With Your Love,0YL8rCxASTV9uBE9Sur0Ag,Shower Me With Your Love,Surface,0.523,0.632,294960.0,0.356,5.76e-06,9.0,0.0961,-10.811,1.0,0.0309,131.28,4.0,0.197
Surface,You Are My Everything,3af3Bljwz8w0xRYsH5JgbS,You Are My Everything,Surface,0.0981,0.712,271080.0,0.558,0.0,1.0,0.0618,-10.362,1.0,0.0661,96.018,4.0,0.831
Surface,Closer Than Friends,0fJaVTWulWUQ8zp5pXabTt,Closer Than Friends - Single Version,Surface,0.13,0.769,285253.0,0.326,1.63e-06,5.0,0.139,-9.551,1.0,0.0409,96.976,4.0,0.742
Supertramp Featuring Rick Davies,My Kind Of Lady,3jnoftwNCmIuTNVkxakisg,My Kind Of Lady,Supertramp,0.563,0.46,315907.0,0.562,0.00106,9.0,0.24,-7.672,1.0,0.0282,118.952,3.0,0.776
Supertramp Featuring Roger Hodgson,It's Raining Again,2bzBI23EJWHjXmGj3xlYaM,It's Raining Again,Supertramp,0.62,0.603,264240.0,0.674,0.00261,10.0,0.26,-6.808,1.0,0.0295,121.261,4.0,0.559
Survivor,American Heartbeat,67Xft0VujlGS6i1l92bCem,American Heartbeat,Survivor,0.256,0.741,249400.0,0.795,0.000366,0.0,0.205,-12.885,0.0,0.0305,132.727,4.0,0.563
Survivor,The Search Is Over,1M3xrSPzPcKkCnXGHFPKaw,The Search Is Over,Survivor,0.59,0.527,252613.0,0.342,0.0,3.0,0.0803,-12.272,1.0,0.0336,124.209,4.0,0.148
Survivor,High On You,0kly0FygSDXVbvbXxsZ31S,High on You,Survivor,0.398,0.659,248200.0,0.714,1.15e-05,7.0,0.174,-9.811,1.0,0.0321,125.152,4.0,0.871
Survivor,I Can't Hold Back,46NtQJH1eok28bucLlHqQT,I Can't Hold Back,Survivor,0.499,0.509,238800.0,0.681,5.36e-05,4.0,0.1,-10.659,1.0,0.0306,143.645,4.0,0.33
Keith Sweat,I Want Her,24gxdUxufJ5eSamdYcPAKH,I Want Her,Keith Sweat,0.00219,0.757,221400.0,0.496,9.27e-05,11.0,0.0395,-8.031,0.0,0.0467,107.963,4.0,0.862
Keith Sweat,Your Love,0KgbwF3wEBvPWPwwTLo9iR,How Deep Is Your Love,Keith Sweat,0.0526,0.574,290800.0,0.313,4.76e-06,2.0,0.174,-14.227,1.0,0.0537,139.94,4.0,0.496
Keith Sweat,Make You Sweat,3iI6xZkQSWGjWx5phFVLn2,Make You Sweat,Keith Sweat,0.0464,0.65,320507.0,0.805,3.26e-06,7.0,0.123,-10.53,1.0,0.0455,104.965,4.0,0.639
Keith Sweat,How Do You Like It?,7Mwz6OzRohmBPcn2L66hgq,How Do You Like It? (Pt. 2),Keith Sweat,0.0112,0.807,253533.0,0.494,5.58e-05,9.0,0.0768,-9.055,1.0,0.162,94.708,4.0,0.6
Sweet,California Nights,1lW4mifDNiS8k1VhW87Q0n,California Nights - Remastered 1992,Sweet,0.186,0.602,224600.0,0.475,3.2e-06,9.0,0.0677,-10.857,1.0,0.0372,97.893,4.0,0.711
Sweet,Fox On The Run,66gG8RzSA2sVQwME8e43wX,Fox On The Run,Sweet,0.0308,0.523,205733.0,0.762,0.0,4.0,0.0675,-8.669,1.0,0.0346,128.064,4.0,0.881
The Sweet,Little Willy,2qrivL8tzkUvHQYGsmEpAU,Little Willy,Brian Connolly (The Sweet),0.195,0.733,196640.0,0.425,7.48e-06,11.0,0.0876,-13.694,1.0,0.0381,127.844,4.0,0.823
Swing Out Sister,Waiting Game,2YWiD7mVNd2tPqDND0FczP,Waiting Game,Swing Out Sister,0.228,0.685,255560.0,0.711,0.000314,6.0,0.0312,-11.763,0.0,0.0396,115.217,4.0,0.944
Swing Out Sister,Twilight World,52LRCeDADRBJmxqoT562yK,"Twilight World - Superb, Superb, Mix",Swing Out Sister,0.293,0.762,389387.0,0.596,0.1,8.0,0.332,-12.11,0.0,0.0291,113.17,4.0,0.932
Swing Out Sister,Breakout,5JsIknb4lyIKQCytjv0Uw5,Breakout,Swing Out Sister,0.175,0.704,226453.0,0.557,0.00231,4.0,0.0631,-12.813,1.0,0.0316,113.194,4.0,0.777
Keith Sweat,I'm Not Ready,5n68p2dbjYnXNP9A2nLzbj,I'm Not Ready,Keith Sweat,0.405,0.753,257907.0,0.349,0.00669,9.0,0.0782,-9.136,0.0,0.0275,107.971,4.0,0.289
Keith Sweat Featuring Snoop Dogg,Come And Get With Me,6IVcP0GyH1xRmqdTiNdjzn,Come and Get with Me (feat. Snoop Dogg),Keith Sweat,0.181,0.826,296000.0,0.432,0.0,1.0,0.166,-7.445,1.0,0.227,92.686,4.0,0.616
SWV,Right Here (Human Nature)/Downtown,,,,,,,,,,,,,,,,
SWV,Always On My Mind,4zAxfkmJqsaHqFu1YPMS5a,You're Always On My Mind,SWV,0.0116,0.621,317360.0,0.583,0.0,1.0,0.115,-10.127,0.0,0.0345,137.534,4.0,0.452
SWV,Weak,71EHOyEOhNx1SzTebRRyng,Weak,SWV,0.107,0.693,291907.0,0.533,0.0,2.0,0.0695,-10.954,0.0,0.0402,127.661,4.0,0.568
SWV,I'm So Into You,5A0aUvnfAEcmUx3hoXjI8R,I'm So Into You,SWV,0.0624,0.85,278333.0,0.513,0.00249,7.0,0.0689,-10.663,1.0,0.0513,99.01,4.0,0.623
T. Rex,Bang A Gong (Get It On),6FsQrRpBLgsrFeAeiQqytm,Bang a Gong (Get It On) - 2003 Remaster,T. Rex,0.157,0.729,267000.0,0.818,0.284,2.0,0.195,-9.992,1.0,0.0732,125.814,4.0,0.906
Talking Heads,Life During Wartime (This Ain't No Party...This Ain't No Disco...This Ain't,7veDNtXlh2n0noGdD0oqBB,Life During Wartime,Talking Heads,0.0554,0.804,221067.0,0.729,0.363,9.0,0.031,-15.419,1.0,0.0347,133.017,4.0,0.969
Tamia,So Into You,3c6afiysmB7OnxQzzSqRfD,So Into You,Tamia,0.0665,0.656,261867.0,0.479,0.00272,7.0,0.168,-7.055,0.0,0.0348,184.374,4.0,0.708
Tamia,Imagination,5YszKTyljHKEzmWi5AR2Sk,Imagination,Tamia,0.0998,0.895,213973.0,0.495,6.28e-05,9.0,0.0583,-7.186,0.0,0.178,99.233,4.0,0.593
Tamia,Stranger In My House,08GOEVXupC6ECbulhPGQKm,Stranger in My House,Tamia,0.103,0.676,285387.0,0.601,0.0,0.0,0.147,-4.905,1.0,0.0297,119.94,4.0,0.206
Tamia,Can't Go For That,0kyvUS4lUq0UBhVTnJNkgo,Can't Go for That,Tamia,0.242,0.668,226333.0,0.698,6.32e-05,11.0,0.06,-7.036,0.0,0.0714,106.041,4.0,0.448
James Taylor,Everyday,4fqlTmlufMMWMBWxbLywKl,Everyday,James Taylor,0.491,0.755,193960.0,0.335,0.000271,4.0,0.0685,-16.312,1.0,0.0316,102.583,4.0,0.481
James Taylor & J.D. Souther,Her Town Too,3ukAkL7aLVrDf7x2XiUkNZ,Her Town Too (with J.D. Souther),James Taylor,0.18,0.706,274440.0,0.403,0.0,2.0,0.0975,-15.017,1.0,0.0277,97.381,4.0,0.56
James Taylor,Hard Times,6jMNpRglqktDICL8HGfOBG,Hard Times,James Taylor,0.402,0.648,191427.0,0.506,0.0,11.0,0.103,-11.178,1.0,0.0384,58.88,4.0,0.772
James Taylor,Never Die Young,0ALbTno07vq90jEOFcHCbd,Never Die Young,James Taylor,0.61,0.783,264000.0,0.498,0.00178,4.0,0.196,-10.446,1.0,0.0305,123.89,4.0,0.609
James Taylor,Long Ago And Far Away,59mPadX6sKWripbp54vDwk,Long Ago and Far Away - 2019 Remaster,James Taylor,0.731,0.66,140973.0,0.181,0.0235,11.0,0.106,-19.592,1.0,0.0296,102.654,4.0,0.39
James Taylor,One Man Parade,2gPsCmehSyxvn6RfYDAI0N,One Man Parade - 2019 Remaster,James Taylor,0.84,0.809,191224.0,0.22,0.00468,0.0,0.151,-18.249,1.0,0.041,124.263,4.0,0.907
James Taylor,Up On The Roof,2R1M1otgehlvcvPtrgqBuq,Up On The Roof,James Taylor,0.375,0.559,249173.0,0.432,1.2e-06,5.0,0.716,-12.366,1.0,0.0273,92.378,4.0,0.5
Johnnie Taylor,Take Care Of Your Homework,5dfHU6igXUSMJPyYjagKsd,Take Care Of Your Homework,Johnnie Taylor,0.133,0.804,157867.0,0.477,1.26e-05,4.0,0.0796,-12.228,1.0,0.0471,110.795,4.0,0.612
Johnnie Taylor,Who's Making Love,2DxX9x7Cmywikp14l1YUdk,Who's Making Love,Johnnie Taylor,0.206,0.79,166067.0,0.349,0.0,10.0,0.168,-13.265,1.0,0.065,115.365,4.0,0.696
Johnnie Taylor,Somebody's Gettin' It,3dUw31o21M3OtNdykKZZpR,Somebody's Gettin' It,Johnnie Taylor,0.103,0.639,240693.0,0.696,0.0,8.0,0.33,-10.707,0.0,0.0569,87.912,4.0,0.744
Johnnie Taylor,Disco Lady,1tMyqN7bNCokdg7jWgKPc8,Disco Lady,Johnnie Taylor,0.0568,0.719,267067.0,0.79,0.0,2.0,0.0573,-8.002,1.0,0.0521,103.751,4.0,0.846
Tears For Fears,Head Over Heels,5lwQGZYF4BXOzFtXc5zk8q,"Head Over Heels - Dave Bascombe 7"" N.Mix",Tears For Fears,0.338,0.623,257316.0,0.739,1.88e-05,7.0,0.109,-8.116,1.0,0.0244,95.007,4.0,0.642
Tears For Fears,Mothers Talk,2p87CAEgL7eJzVgNZt2M0J,Mothers Talk,Tears For Fears,0.00379,0.608,306320.0,0.92,0.00625,7.0,0.357,-11.807,1.0,0.051,119.123,4.0,0.58
Tears For Fears,Everybody Wants To Rule The World,4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,Tears For Fears,0.347,0.645,251489.0,0.795,0.00389,7.0,0.104,-12.095,1.0,0.0527,112.067,4.0,0.535
Tears For Fears,Shout,2gQaQUhDCNGfBVXTvxAmXQ,Shout,Tears For Fears,0.174,0.511,393667.0,0.942,1.87e-05,0.0,0.139,-10.407,1.0,0.0429,97.909,4.0,0.498
Bush,"Machinehead (From ""Fear"")",6dJODklApmve5IzgKWUqV2,Machinehead,Bush,2.57e-05,0.143,256333.0,0.919,0.00427,9.0,0.134,-4.438,1.0,0.11,172.668,3.0,0.201
Technotronic Featuring Ya Kid K,Move This,0PAGmTNpVASXq2tegMxSOs,Move This (Shake That Body),Technotronic,0.0637,0.782,296986.0,0.96,0.0,10.0,0.0788,-4.047,1.0,0.0347,120.682,4.0,0.979
Technotronic Featuring Felly,Pump Up The Jam,21qnJAMtzC6S5SESuqQLEK,Pump Up The Jam,Technotronic,0.0147,0.885,320307.0,0.844,4.49e-06,10.0,0.0494,-9.225,0.0,0.0733,124.602,4.0,0.715
The Temptations,Get Ready,676Rf0qIOh2gKNEl9TnCOx,Get Ready,The Temptations,0.404,0.59,164160.0,0.737,0.0,7.0,0.108,-5.867,1.0,0.0384,132.966,4.0,0.877
"10,000 Maniacs",Candy Everybody Wants,32xXojNvbRTQ9qfb3mWR69,Candy Everybody Wants,"10,000 Maniacs",0.0193,0.622,185960.0,0.876,0.00684,10.0,0.0987,-6.31,1.0,0.0305,104.97,4.0,0.867
"10,000 Maniacs",Few And Far Between,5KqINh56tApMe4LDMfLwOp,Few and Far Between,"10,000 Maniacs",0.0081,0.614,194373.0,0.928,0.00051,6.0,0.025,-6.827,1.0,0.032,133.629,4.0,0.878
The Temptations,Cloud Nine,1A8gqfrso63AC4XVW6DTTw,Cloud Nine,The Temptations,0.354,0.736,211693.0,0.45,0.0,7.0,0.0689,-14.104,1.0,0.0583,118.042,4.0,0.82
The Temptations,Shakey Ground,1ELKkbWqtKRwvdCBGvETBp,Shakey Ground,The Temptations,0.0189,0.747,241600.0,0.494,0.604,2.0,0.0367,-13.459,1.0,0.0434,92.435,4.0,0.947
The Temptations,Glasshouse,0Nyq54pf1IrkPomVk4BUTE,Glasshouse,The Temptations,0.0352,0.84,234693.0,0.687,0.453,10.0,0.0484,-13.449,0.0,0.0389,127.702,4.0,0.963
The Temptations,You're My Everything,2imeCEVWpza2OheK2KoANa,You're My Everything,The Temptations,0.629,0.582,180533.0,0.377,0.0,0.0,0.0922,-10.414,1.0,0.0286,96.783,4.0,0.675
The Temptations,All I Need,6mdLen2d7jtAzDig0GgKKA,All I Need,The Temptations,0.354,0.594,190040.0,0.632,0.0,10.0,0.153,-12.076,1.0,0.0291,98.121,4.0,0.743
Tesla,Love Song,0vJUdIefT5caKla9H8b1q4,Love Song,Tesla,0.343,0.354,323360.0,0.318,0.0389,2.0,0.113,-9.974,1.0,0.034,81.854,4.0,0.281
Tesla,The Way It Is,3l4L10OL1gbfypzTwjvINb,The Way It Is,Tesla,0.019,0.327,308867.0,0.823,8.2e-05,7.0,0.124,-7.122,1.0,0.0394,94.023,4.0,0.489
Tesla,Little Suzi,5ihJU3sYiOaUhU5S4LRJBV,Little Suzi,Tesla,0.0315,0.55,297000.0,0.719,2.53e-06,2.0,0.115,-9.809,1.0,0.0387,89.975,4.0,0.358
Thin Lizzy,The Boys Are Back In Town,43DeSV93pJPT4lCZaWZ6b1,The Boys Are Back In Town,Thin Lizzy,0.234,0.445,266720.0,0.706,0.000252,8.0,0.205,-9.803,1.0,0.0461,80.823,4.0,0.768
Third Eye Blind,Semi-Charmed Life,42et6fnHCw1HIPSrdPprMl,Semi-Charmed Life,Third Eye Blind,0.00832,0.64,268360.0,0.864,0.0,7.0,0.123,-6.576,1.0,0.0314,102.026,4.0,0.701
Thirty Eight Special,Like No Other Night,3pMl4aNTWCZn52E5OMnLCz,Like No Other Night,38 Special,0.00231,0.494,235400.0,0.757,0.0502,9.0,0.179,-5.195,1.0,0.0425,124.168,4.0,0.668
Thirty Eight Special,Somebody Like You,6Adzw6f70iMwzNja7sOU4G,Somebody Like You,38 Special,0.00369,0.584,247667.0,0.726,0.00841,7.0,0.155,-6.519,1.0,0.0273,133.568,4.0,0.838
38 Special,Caught Up In You,3jYRpwbctfqB77uU7T7K3U,Caught Up In You,38 Special,0.0229,0.425,279333.0,0.681,0.000219,1.0,0.0543,-8.604,0.0,0.0316,131.011,4.0,0.933
38 Special,Fantasy Girl,2YnONzNDNwNELVLOS7wIgZ,Fantasy Girl,38 Special,0.0531,0.418,247267.0,0.775,0.00125,4.0,0.0932,-9.591,1.0,0.0333,123.524,4.0,0.845
38 Special,Rockin' Into The Night,1rWqtf1rOYiPEb9puv2bYd,Rockin' Into The Night,38 Special,0.053,0.659,241227.0,0.505,0.0,0.0,0.0544,-12.773,1.0,0.0302,128.295,4.0,0.879
The Time,777-9311,1Uj2yJKcIdNHcQu4DMr6cX,777-9311,The Time,0.00939,0.819,485400.0,0.631,0.00217,6.0,0.0261,-11.291,0.0,0.112,123.215,4.0,0.776
Three Dog Night,One Man Band,4zc1zQ9YQAlkxsJQsBFI3L,One Man Band,Three Dog Night,0.0483,0.512,172333.0,0.725,0.000153,7.0,0.0674,-8.672,1.0,0.0694,121.569,4.0,0.488
The Time,The Bird,7o8UELQiECaSiVBztJTRij,The Bird,The Time,0.0529,0.675,464333.0,0.548,0.0216,6.0,0.784,-15.277,1.0,0.0907,128.837,4.0,0.453
The Time,Jungle Love,0QUpBXTOdB4JJyTGFN6dH1,Jungle Love,The Time,0.0713,0.761,333360.0,0.641,0.0269,8.0,0.483,-13.466,0.0,0.0445,119.61,4.0,0.822
Carl Thomas,Summer Rain,0NBHHa8wwwmBnn3aAzX5wJ,Summer Rain,Carl Thomas,0.0972,0.667,232560.0,0.627,5.19e-05,6.0,0.111,-10.488,0.0,0.0654,186.081,4.0,0.784
Thompson Twins,The Gap,2OBHhMpKC3TwMK8ZOwJQGA,The Gap,Thompson Twins,0.15,0.645,286400.0,0.884,4.32e-06,6.0,0.199,-10.907,0.0,0.0411,108.68,4.0,0.642
Thompson Twins,Hold Me Now,0BJU4rYOfj43xHw6gvTIwE,Hold Me Now,Thompson Twins,0.658,0.787,286667.0,0.517,1.07e-05,7.0,0.292,-12.794,1.0,0.0332,108.186,4.0,0.885
Thompson Twins,You Take Me Up,7Kvr4zY7aNcHzhXHmLxVN1,You Take Me Up,Thompson Twins,0.587,0.7,266160.0,0.548,0.0,5.0,0.0699,-13.849,1.0,0.0442,104.556,4.0,0.854
Thompson Twins,Doctor! Doctor!,7ihhy2Y8wzP6MUmbx8LYh1,Doctor! Doctor! (Original Mix),Thompson Twins,0.358,0.694,347507.0,0.724,0.000381,5.0,0.138,-8.125,1.0,0.0282,119.313,4.0,0.844
Three Dog Night,The Family Of Man,55d46tOy9MQSrU482RtCBh,The Family Of Man,Three Dog Night,0.0232,0.5,188573.0,0.753,0.454,0.0,0.404,-11.841,1.0,0.0302,115.567,4.0,0.964
Three Dog Night,An Old Fashioned Love Song,5RiLHDGPrVvAEtpvICiqYM,An Old Fashioned Love Song,Three Dog Night,0.478,0.46,230693.0,0.498,0.00884,10.0,0.0817,-12.718,1.0,0.0373,101.392,4.0,0.84
3 Doors Down,Be Like That,3PbHle8KhJp6GuO1jLdEmQ,Be Like That,3 Doors Down,0.00528,0.487,265907.0,0.702,4.97e-06,7.0,0.129,-6.043,1.0,0.0238,95.982,4.0,0.306
3 Doors Down,Loser,1aC1IBAETh2XYGOE8kCC6t,Loser,3 Doors Down,0.0108,0.493,264800.0,0.88,2.66e-05,6.0,0.226,-6.424,0.0,0.0693,147.913,4.0,0.389
3 Doors Down,Kryptonite,6ZOBP3NvffbU4SZcrnt1k6,Kryptonite,3 Doors Down,0.00664,0.545,233933.0,0.865,1.1e-05,11.0,0.168,-5.708,0.0,0.0286,99.009,4.0,0.543
Three Dog Night,Eli's Coming,2clEJgdfdimThOKib9N9ZM,Eli's Coming,Three Dog Night,0.332,0.303,160147.0,0.643,1.92e-05,9.0,0.168,-11.326,0.0,0.079,169.237,4.0,0.472
Three Dog Night,The Show Must Go On,4MD7QeIz9dH9U6WMJxKqfB,The Show Must Go On,Three Dog Night,0.107,0.596,207333.0,0.643,0.00173,5.0,0.129,-11.511,1.0,0.0316,101.484,4.0,0.735
Shalamar,Make That Move,7vPd1EHjkZGXdHVwf9fXVd,Make That Move,Shalamar,0.0354,0.788,373160.0,0.685,0.000891,7.0,0.0636,-7.806,1.0,0.103,116.947,4.0,0.753
Three Dog Night,Out In The Country,5TdGMnyETHJU5RdjFFbVRR,Out In The Country,Three Dog Night,0.131,0.579,189400.0,0.466,2.16e-06,7.0,0.1,-14.598,1.0,0.0303,99.856,4.0,0.66
Three Dog Night,Liar,1JdeoOK93INXOGy3C1etS7,Liar - Single Version,Three Dog Night,0.275,0.42,198960.0,0.692,0.103,2.0,0.424,-9.594,0.0,0.0314,107.363,4.0,0.597
Three Dog Night,Pieces Of April,3VpMHLn9w0jWjvAsgpYvyz,Pieces Of April,Three Dog Night,0.688,0.558,250627.0,0.211,0.000496,10.0,0.114,-17.965,1.0,0.0314,89.343,4.0,0.431
Shalamar,Full Of Fire,0WttIjTeQtigU0UD02ZCUw,Full of Fire,Shalamar,0.0369,0.777,372627.0,0.574,1.52e-06,5.0,0.0288,-10.159,0.0,0.0889,120.094,4.0,0.87
Three Dog Night,Shambala,0P6fEgTn3cxLLyYTJYoYGj,Shambala - Single Version,Three Dog Night,0.64,0.551,204107.0,0.62,0.00147,9.0,0.559,-11.464,1.0,0.0348,127.495,4.0,0.834
Three Dog Night,Easy To Be Hard,0MNLIgIY9cW7N2rhvx8W9b,Easy To Be Hard - Single Version,Three Dog Night,0.276,0.323,192187.0,0.518,0.00101,4.0,0.0972,-9.297,0.0,0.0378,89.863,4.0,0.218
Cheryl Barnes/Hair Soundtrack,Easy To Be Hard,,,,,,,,,,,,,,,,
TLC,Dear Lie,08vjsE3N31ai3ARwj5uW2i,Dear Lie,TLC,0.0376,0.548,310760.0,0.444,0.0,0.0,0.179,-8.734,1.0,0.0293,173.834,4.0,0.243
Timbuk 3,"The Future's So Bright, I Gotta Wear Shades",4EfZ2eaFjn1MQbKZD8urIz,"The Future's So Bright, I Gotta Wear Shades",Timbuk 3,0.0489,0.648,204240.0,0.688,0.0362,7.0,0.478,-13.139,1.0,0.0431,157.954,4.0,0.963
TLC,Unpretty,0BUoLE4o9eVahDHvTqak67,Unpretty,TLC,0.00152,0.648,278067.0,0.622,5.97e-05,7.0,0.109,-6.063,1.0,0.0428,88.684,4.0,0.51
TLC,Waterfalls,6qspW4YKycviDFjHBOaqUY,Waterfalls,TLC,0.311,0.769,279507.0,0.505,7.49e-05,1.0,0.0777,-7.345,1.0,0.0829,171.804,4.0,0.757
TLC,No Scrubs,1KGi9sZVMeszgZOWivFpxs,No Scrubs,TLC,0.0251,0.743,214400.0,0.675,0.000717,8.0,0.0685,-4.267,0.0,0.0953,92.909,4.0,0.59
2Gether,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),1hVUDzhWm9Uok4iKvzaNLx,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),2gether,0.106,0.83,197627.0,0.948,2.29e-06,9.0,0.105,-3.973,0.0,0.0455,111.993,4.0,0.931
TLC,Diggin' On You,2W2vmNmTLERMWT9XBxm35E,Diggin' On You,TLC,0.0235,0.719,254560.0,0.631,0.702,6.0,0.0686,-7.411,1.0,0.0451,80.127,4.0,0.456
TLC,Creep,1aWV3uY3SIEZVbmv45oFWS,Creep,TLC,0.0193,0.811,268533.0,0.458,1.41e-06,5.0,0.0526,-9.688,0.0,0.0402,92.94,4.0,0.797
Tom Tom Club,Genius Of Love,6UBQONiLH8kNmmB8UrV2Ef,Genius of Love,Tom Tom Club,0.0845,0.921,334360.0,0.529,0.000779,2.0,0.0478,-11.974,1.0,0.0851,102.941,4.0,0.724
Tony Toni Tone,Thinking Of You,2kp0HkwA1v8WcmCwYqm7DO,Thinking Of You,Tony! Toni! Toné!,0.504,0.789,238800.0,0.599,1.2e-05,11.0,0.117,-6.96,1.0,0.0565,85.438,4.0,0.66
Tony Toni Tone,Anniversary,6PViGgcsQhLPSkMxgoRWLl,Anniversary,Tony! Toni! Toné!,0.0472,0.711,271200.0,0.505,0.0,8.0,0.317,-9.675,0.0,0.0343,89.004,4.0,0.55
Tony Toni Tone,Leavin',0hUcwyaNHdR9961jFWrIoX,Leavin',Tony! Toni! Toné!,0.314,0.598,315827.0,0.812,1.42e-06,2.0,0.497,-8.554,1.0,0.0676,186.047,4.0,0.702
Tony Toni Tone,If I Had No Loot,5oPRLER8bCQN3RFFVvLbTC,If I Had No Loot,Tony! Toni! Toné!,0.113,0.873,241467.0,0.721,0.0,11.0,0.27,-9.774,0.0,0.0448,106.725,4.0,0.81
Toto,Africa,2374M0fQpWi3dLnB54qaLX,Africa,TOTO,0.257,0.671,295893.0,0.373,8.01e-05,9.0,0.0481,-18.064,1.0,0.0323,92.718,4.0,0.732
Toto,I Won't Hold You Back,7D4EtbE7LfQiH8CWj7fQoz,I Won't Hold You Back,TOTO,0.404,0.539,293307.0,0.306,0.0,0.0,0.0608,-15.067,0.0,0.0264,102.245,4.0,0.0643
Toto,Make Believe,15taea6JZLAfG5OX0pzfG6,Make Believe,TOTO,0.0405,0.659,223133.0,0.574,2.41e-05,11.0,0.0692,-12.416,0.0,0.031,141.744,3.0,0.901
Toto,Rosanna,37BTh5g05cxBIRYMbw8g2T,Rosanna,TOTO,0.0208,0.365,331200.0,0.513,0.000147,7.0,0.205,-13.034,0.0,0.0357,80.647,4.0,0.739
Toto,Hold The Line,4aVuWgvD0X63hcOCnZtNFA,Hold the Line,TOTO,0.00783,0.473,235547.0,0.898,0.0618,6.0,0.173,-4.797,0.0,0.0561,96.556,4.0,0.808
Total Featuring Missy Elliott,Trippin',5QfobfsCZuyPnCzXHKGs9r,Trippin',Total,0.173,0.753,267328.0,0.831,1.23e-05,11.0,0.0927,-6.431,0.0,0.0958,124.151,4.0,0.505
Toto,Georgy Porgy,5jQcJ2st6yHWhUBjoDoZPH,Georgy Porgy,TOTO,0.0519,0.799,247587.0,0.783,0.0213,11.0,0.127,-7.703,0.0,0.0847,97.207,4.0,0.918
Toto,I'll Supply The Love,3kETGXBpOCSESrSOEf6P84,I'll Supply the Love,TOTO,0.00378,0.741,224347.0,0.854,0.769,1.0,0.0579,-5.793,0.0,0.0306,125.236,4.0,0.769
Tower Of Power,This Time It's Real,3sTDgTlRHa7D31JdklJ6Ou,This Time It's Real,Tower Of Power,0.376,0.548,170800.0,0.799,0.0,0.0,0.111,-6.149,1.0,0.16,140.089,4.0,0.856
Tower Of Power,What Is Hip?,66TSoVnJ1P9Tyok03zUlTr,What Is Hip?,Tower Of Power,0.138,0.666,304733.0,0.733,0.000349,9.0,0.0892,-5.884,1.0,0.0563,101.858,4.0,0.597
Pete Townshend,A Little Is Enough,1kTVJHll6cl8SyH2Op2EEr,A Little Is Enough,Pete Townshend,0.356,0.669,283000.0,0.684,0.00445,3.0,0.1,-8.753,1.0,0.0483,142.079,4.0,0.434
Pete Townshend,Let My Love Open The Door,0otlwsD3mSogk7VJCTp6Kg,Let My Love Open The Door,Pete Townshend,0.365,0.651,164653.0,0.653,0.000117,0.0,0.0742,-9.731,1.0,0.0545,164.912,4.0,0.729
Pete Townshend,Rough Boys,5007Hz1InbSg4my3DCdCM3,Rough Boys,Pete Townshend,0.477,0.277,243520.0,0.815,0.0456,7.0,0.171,-6.112,1.0,0.0751,82.063,4.0,0.362
Pete Townshend,Face The Face,2PFOLIT19EDg8J5GSVeVjT,Face The Face,Pete Townshend,0.0411,0.701,354320.0,0.896,0.0598,0.0,0.0473,-11.783,0.0,0.047,102.389,4.0,0.45
